t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708334492.882656	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.43	-0.04	0.0	0.08
1708334493.0270061	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.41	0.02	-0.05	0.08
1708334493.1804545	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.43	0.05	-0.14	0.04
1708334493.3309753	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.0	0.07	0.22
1708334493.4820154	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.43	0.0	-0.03	0.05
1708334493.6262555	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.25	0.24	-10.44	0.11	0.03	0.04
1708334493.77112	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.44	-0.04	-0.06	0.22
1708334493.9190562	-0.001	0.0	0.0	-1.35	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.26	-10.41	-0.1	-0.02	0.05
1708334494.0691943	-0.001	0.0	0.0	-1.36	1.28	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	-0.05	0.04	0.08
1708334494.2176502	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.41	0.07	0.05	0.1
1708334494.366822	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	-0.04	-0.04	0.08
1708334494.5165555	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.4	0.02	0.05	-0.11
1708334494.6605403	-0.001	0.0	0.0	-1.37	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.450000000000001	-0.04	-0.03	0.06
1708334494.816721	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.42	0.09	-0.25	-0.02
1708334494.9656105	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.43	-0.1	0.01	0.0
1708334495.1109645	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.42	0.01	-0.05	-0.08
1708334495.2751868	-0.001	0.0	0.0	-1.3800000000000001	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.25	-10.44	-0.07	-0.1	0.0
1708334495.445756	-0.001	0.0	0.0	-1.37	1.28	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	0.0	0.12	0.07
1708334495.5980644	-0.001	0.0	0.0	-1.37	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.23	-10.43	-0.01	0.14	0.04
1708334495.7473667	-0.001	0.0	0.0	-1.37	1.26	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	0.05	0.0	0.01
1708334495.8951573	-0.001	0.0	0.0	-1.37	1.27	0.41000000000000003	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.4	0.02	0.08	0.11
